"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6103","Home-NormalFlow-FirstLost","Desktop - Google Chrome","Tue Aug 05 05:04:27 UTC 2025","passed","Tue Aug 05 05:04:33 UTC 2025","","main-web/home/home-normal-flow.spec.ts","",""
"","4195","Home-NormalFlow-Fullvalue","Desktop - Google Chrome","Tue Aug 05 05:04:40 UTC 2025","passed","Tue Aug 05 05:04:45 UTC 2025","","main-web/home/home-normal-flow.spec.ts","",""
